"CTRL_0"	"CTRL_1"	"CTRL_2"	"CTRL_3"	"CTRL_4"	"CTRL_5"	"CTRL_6"	"CTRL_7"	"CTRL_8"	"LUTS_0"	"LUTS_1"	"LUTS_2"	"LUTS_3"	"LUTS_4"	"LUTS_5"	"LUTS_6"	"LUTS_7"	"LUTS_8"
"FAM183B"	0	291.705	0	0	34.3036	0	0	24.386	36.9311	0	247.466	0	0	0	20.603	0	0	0
"FAM183CP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM184A"	0	0	0	0	0	0	0	4.62494	0	0	0	0	0	269.635	0	0	1.06856	0
"FAM184B"	0.747955	165.486	0	3.38028	4.83149	1.79339	0	8.82942	0	0	1.07828	8.62276	39.9204	0	17.8418	2.78579	29.9195	14.6207
"FAM185A"	0	305.028	0	9.29576	0	0.896693	0	45.8289	0	0	71.7059	0	2.49503	0	58.6231	0	9.617	0
"FAM186A"	0	47.6825	3.97473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM186B"	5.23568	0	0	100.563	0	0	0	50.4538	0	0	0	0	0	0	5.73487	0	145.324	0
"FAM187B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM188A"	20.1948	534.325	0	34.6478	0.966298	35.8677	0	10.0908	10.3407	414.61	83.567	0	0	0	41.8433	66.1625	91.8957	0
"FAM188B"	0	20.3349	0	67.6055	0	0	0	0	0	0	0	0	0	0	9.55811	0	26.7136	0
"FAM189A1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.4477	0	0
"FAM189A2"	0	0	0	27.8873	43.9666	0	0.973787	49.6129	0	181.795	19.9483	0	0	0	56.7115	1.39289	0	0
"FAM189B"	0	0	0	0	147.36	265.421	0	155.566	304.312	0.586436	0	0	354.294	32.7935	65.2076	227.042	107.924	0
"FAM192A"	673.159	839.352	2100.64	1095.21	645.487	1290.34	4765.71	598.719	1380.48	784.652	1828.23	346.347	693.618	1914.78	1104.92	1365.04	1540.86	7714.22
"FAM193A"	194.468	1093.19	5781.24	679.435	464.79	980.983	0	563.822	519.99	582.331	582.274	656.767	469.065	167.611	475.357	1506.41	777.908	837.033
"FAM193B"	44.1293	182.315	206.686	443.661	388.452	1061.69	1622.33	210.224	560.614	34.0133	435.627	8.62276	578.846	1.82186	274.212	184.558	510.769	3837.92
"FAM195A"	0	112.895	1081.13	236.619	53.1464	78.0123	0	7.14763	0	904.871	2.15657	1.43713	284.433	0	131.265	0	38.468	0
"FAM195B"	320.125	113.597	39.7473	102.253	249.305	252.868	0	34.4768	1.47724	224.019	9.16542	0	571.361	1.82186	128.716	127.45	276.756	429.482
"FAM196A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1953	0	0	0
"FAM196B"	0	0	0	8.45069	1.44945	0	0	151.362	464.593	226.364	1.61743	0	0	0	103.228	0	81.2102	0
"FAM197Y2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM197Y5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM198A"	0	0	0	0	0	0	0	0	0	0	91.6542	0	0	0	0	0	0	0
"FAM198B"	625.29	121.31	0	943.097	1447.51	787.297	0	729.478	209.03	1399.24	142.334	0	2.49503	0	1237.03	25.7685	166.695	0
"FAM199X"	78.5353	413.716	3.97473	648.168	1455.73	306.669	270.713	529.345	787.371	715.452	410.826	2744.91	159.682	0	945.828	664.41	450.93	0
"FAM19A1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM19A2"	0	0	0	0	25.6069	0	0	0	0	0	0	0	0	0	1.69922	6.96447	32.0567	0
"FAM19A3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM19A4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM19A5"	0	0	0	0	0	0	106.143	0	0	0	0	0	39.9204	0	0	0	0	0
"FAM200A"	295.442	1.40243	0	1.69014	106.776	18.8306	1.94757	35.7381	0.738622	1.75931	52.8359	135.09	0	0	28.4619	56.4122	73.7303	0
"FAM200B"	0	0	0	9.29576	33.8204	188.306	0	66.8513	41.3628	507.854	52.8359	0	341.819	65.587	83.2618	92.6275	274.619	0
"FAM201A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84961	0	8.54844	0
"FAM204A"	9.72341	56.0971	1.98736	345.633	111.607	673.417	0	182.054	93.0663	110.25	227.518	5.7485	29.9403	0	268.052	385.135	73.7303	1.82758
"FAM205A"	0	0	0	0	0	0	0	0	0	0	0	0	34.9304	0	12.5317	0	0	0
"FAM205BP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM205C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM206A"	201.948	316.948	0	37.183	325.643	294.115	0	152.623	0	316.089	31.2702	0	2.49503	0	131.69	57.1087	119.678	0
"FAM207A"	0	0	0	21.9718	28.0227	57.3884	0	1.26135	133.691	2.93218	0	0	0	0	73.9161	75.9127	19.234	0
"FAM208A"	2142.89	468.411	3217.54	1189.86	1259.09	1141.49	2.92136	1173.05	666.975	1187.53	1087.45	245.749	351.799	1956.68	1170.76	305.74	1463.92	1.82758
"FAM208B"	622.299	249.632	731.35	453.802	1215.6	318.326	473.26	704.672	76.078	216.981	69.0102	471.377	169.662	1.82186	574.549	121.182	509.701	0
"FAM209A"	64.3241	0	0	0.845069	27.5395	0	0	0	2.21587	0	91.115	0	0	1.82186	0.212403	4.87513	1.06856	0
"FAM209B"	0	0	0	1.69014	0	0	0	0	0	0	149.882	0	0	0	5.73487	2.78579	0	0
"FAM20A"	897.546	194.236	0	251.831	616.982	364.058	1.94757	344.768	336.811	497.298	174.682	0	486.53	0	621.915	104.467	217.985	0
"FAM20B"	1.49591	494.355	53.6588	162.253	430.486	311.153	3653.65	162.293	325.732	505.508	252.858	137.964	194.612	369.838	434.363	344.045	297.058	599.447
"FAM20C"	28.4223	356.216	1.98736	676.055	614.083	486.905	0	506.641	163.974	1569.89	358.53	113.533	17.4652	0	1122.55	66.8589	245.768	1.82758
"FAM210A"	0.747955	398.289	11.9242	467.323	262.35	156.921	0.973787	311.132	926.97	93.8298	794.156	2.87425	2.49503	0	282.92	551.586	71.5932	3.65516
"FAM210B"	471.96	265.059	3.97473	518.872	517.936	183.822	48.6893	180.793	610.102	418.716	13.4786	377.964	646.212	659.513	525.909	112.824	616.556	2640.86
"FAM212A"	2.24386	0	0	0	0	0	0	0	0	0	0	0	0	0	0.424805	0	0	0
"FAM212B"	914.749	251.736	5743.48	345.633	367.193	623.202	1297.08	303.564	757.826	425.753	1506.36	1549.22	219.562	2922.26	382.962	554.372	772.565	1953.69
"FAM212B-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM213A"	13.4632	346.399	19.8736	10.1408	278.777	14.3471	418.728	447.778	163.974	979.935	216.196	635.21	306.888	2984.21	152.08	1234.8	453.067	1862.31
"FAM213B"	13.4632	144.45	0	215.493	227.08	421.446	545.321	221.156	867.88	1209.82	186.004	949.94	306.888	0	492.561	386.528	139.981	0
"FAM214A"	1201.22	4829.96	3422.24	198.591	748.398	97.7396	2519.19	2974.67	3396.18	102.626	881.497	3032.34	3405.71	9211.33	478.543	7041.08	1437.21	0
"FAM214B"	704.574	504.874	957.909	152.957	432.902	334.467	0.973787	376.722	144.77	825.702	253.936	1437.13	306.888	0	463.462	305.74	245.768	1.82758
"FAM215A"	0	0	0	0	37.2025	0	0	29.4314	8.12484	6.4508	0	0	0	0	0	0	0	0
"FAM216A"	0.747955	0	0	0	2.8989	0	0	0	0	0	77.6365	0	0	1082.19	0.637208	0	18.1654	0
"FAM216B"	0	0	1.98736	9.29576	0	0	0	0	49.4877	0	25.8788	0	0	0	24.0015	2.78579	0	0
"FAM217A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM217B"	56.0966	82.7432	5.96209	186.76	346.901	109.397	0	159.77	330.903	616.345	108.907	7.18563	0	0	171.621	135.111	272.482	3667.96
"FAM218A"	0	0	0	0	0	0	0	0	6.6476	0	0	0	0	2577.93	0	0	0	0
"FAM219A"	0	10.5182	0	7.60562	300.519	3.58677	101.274	230.826	379.652	204.08	134.246	1.43713	0	0	462.188	0.696447	97.2385	0
"FAM219B"	932.7	346.399	0	95.4928	573.498	482.421	97.3787	168.179	699.475	500.23	120.768	745.869	1579.35	2404.86	422.893	224.256	266.07	385.62
"FAM21A"	1845.2	978.193	9231.3	2993.23	1427.22	2185.24	4059.72	1758.74	2007.57	2245.46	2374.38	1756.17	1352.3	3933.4	2095.78	1310.02	1391.26	2043.24
"FAM21C"	1536.3	881.425	4547.09	3049.01	1317.55	1820.29	4362.56	1767.15	2120.58	2338.12	2822.95	3400.24	1035.44	4558.29	2449	1133.12	1685.11	932.067
"FAM21EP"	140.616	67.3165	0	22.8169	2.41575	17.9339	531.688	50.0334	203.86	269.174	133.707	0	122.256	634.007	85.3858	26.465	45.9479	0
"FAM220A"	216.159	208.962	0	121.69	13.5282	0	0.973787	21.4429	14.0338	165.961	69.0102	909.701	0	0	57.3487	0.696447	34.1938	2673.75
"FAM221A"	0	0	0	0	0.483149	0	0	7.14763	110.055	23.4575	0	0	0	1118.62	0.637208	118.396	21.3711	127.931
"FAM221B"	0	0	0	0	0	0	0	1.26135	0	0	0	0	0	0	0	0	0	0
"FAM222A"	0	0	0	0	2.41575	0	0	1.68179	178.746	0	0	0	0	187.652	0	467.316	21.3711	0
"FAM222A-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM222B"	56.8446	278.382	1057.28	350.704	246.889	0	0	258.996	1090.94	672.056	413.522	1734.61	436.63	0	169.71	374.689	364.377	648.792
"FAM223B"	0	0	0	0	4.83149	0	0	0.420449	0	14.6609	0	0	0	0	0	0	0	0
"FAM224A"	0	0	0	0	0	0	0	0	0	0.00081278	0	0	0	0	0	0	0	0
"FAM224B"	0	0	0	0	0	0	0	0	0	51.0191	0	0	0	0	0	0	0	0
"FAM225A"	54.6007	0	0	51.5492	12.0787	0	0	21.8633	14.0338	1.75931	12.4003	0	0	0	8.4961	0	6.41133	0
"FAM225B"	57.5925	0	0	43.9436	8.69669	0.896693	0	13.4544	16.2497	5.27793	8.08713	0	0	0	9.55811	0	11.7541	0
"FAM226A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.77052	0	0	0
"FAM226B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.77052	0	0	0
"FAM227A"	17.9509	2.80485	616.082	9.29576	80.2028	5.38016	2.92136	10.0908	0.738622	8.79654	12.4003	1.43713	14.9702	3.64372	15.7178	13.2325	28.851	0
"FAM227B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.4765	2.13711	0
"FAM228A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM228B"	969.35	0	0	43.0985	56.0453	0	0	4.20449	255.563	167.134	65.7753	0	2.49503	0	42.6929	0	26.7139	0
"FAM229A"	0	0	0	0	0	0	0	0	0	37.5319	0	0	0	0	0	0	0	0
"FAM229B"	4.48773	0	0	0	0.483149	0.896693	0	2.52269	0	0	0	0	0	0	18.479	0	0	0
"FAM230B"	5.98364	15.4267	3.97473	6.76055	5.31464	16.1405	0	4.62494	0.738622	2.34575	3.23485	0	7.48508	5.46558	6.37208	119.789	12.8227	149.862
"FAM230C"	0	0	0	0.845069	0	0	0	0	0	0	0.539142	0	0	0	0	0	1.06856	0
"FAM231A"	0	0	0	12.6759	0	0	0	0	76.8165	54.5385	0	0	0	0	0.637208	0	0	0
"FAM231B"	0	0	0	20.2817	24.6406	255.558	0	0.840897	0	107.904	0	20.1198	0	0	0	0	0	0
"FAM231C"	0	0	0	0.000134561	0	0	0	0	0.000152803	6.76633e-05	0	0	0	0	1.7182e-09	0	0	0
"FAM231D"	0	24.5421	0	4.22496	0	138.091	476.181	24.2619	0	153.646	0	0	0	0	0.580362	0	3.57651e-05	0
"FAM24A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM24B"	0	0	0	0	4.83149	30.4876	0	0	0	0	112.142	0	0	0	17.6294	0	0	0
"FAM24B-CUZD1"	0	0	0	0	0	0	0	0	0	0	8.06845e-193	0	0	0	5.77109e-16	0	0	0
"FAM25A"	86.0148	10.5182	1.98736	0	0	0	0	91.6578	0	1.75931	3.774	0	7.48508	0	0	348.92	0	0
"FAM25BP"	465.228	148.657	0	0.845069	0	0	0	69.7945	0	32.8404	49.0619	0	0	0	0	331.509	0	0
"FAM25C"	0.000917819	0.00162323	0	0	0.00561012	0	0	0.000379284	0.0293184	0.000626155	0.000826514	0.00430253	0	0	0	318.276	0	0
"FAM25G"	471.211	150.058	0	0	0.477539	0	0	71.8963	0.709303	34.0127	45.2871	1.43282	0	0	0	6.94414e-05	0	0
"FAM26D"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM26E"	0	0	0	0	0	0	0	1.68179	0	2.34575	0.539142	4.31138	0	0	1.48682	0	1.06856	0
"FAM26F"	331.344	0	0	59.9999	46.3823	1570.11	0	416.244	162.497	185.9	189.239	0	0	526.518	71.1548	0	172.037	0
"FAM27B"	0	0	0	0	9.66298	54.6983	0	5.04538	22.8973	0	69.5493	0	0	0	25.0635	18.1076	8.54844	0
"FAM27C"	0	0	0	0	34.7867	100.43	0	15.1362	28.0676	0	64.6971	0	0	0	21.6651	21.5899	17.0969	0
"FAM27E2"	0	0	1.98736	61.69	1.9326	103.12	0	66.0104	71.6463	0	90.0367	590.659	0	0	124.893	0.696447	21.3711	360.034
"FAM27E3"	0	0	1.98736	135.211	67.1577	54.6983	0	29.4314	49.4877	0	43.1314	278.802	0	3.64372	26.5503	0	50.2221	184.586
"FAM27L"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM32A"	1327.62	1096	11.9242	409.013	116.922	831.235	1141.28	683.229	234.143	691.408	341.816	1112.34	1309.89	0	513.802	1496.66	445.588	206.517
"FAM35A"	118.925	361.125	0	180	656.117	170.372	19.4757	303.143	228.973	28.7354	361.225	0	591.321	0	458.577	174.808	247.905	0
"FAM35BP"	0	285.394	0	168.169	187.945	47.5248	0	104.271	35.4538	23.4575	14.0177	0	194.612	0	120.007	0	123.952	0
"FAM35DP"	5.23568	294.51	0	179.155	183.597	47.5248	0	155.566	62.7828	28.1489	22.644	0	234.533	0	142.31	43.8762	108.993	0
"FAM3A"	0	26.6461	0	130.141	23.1912	159.611	0	9.67032	3.69311	0	101.898	0	0	1510.32	43.9673	0.696447	221.191	0
"FAM3B"	1.49591	140.944	17.8863	147.887	40.5845	0	273.634	100.908	19.2042	72.7181	85.1845	1577.96	0	0	14.231	486.816	104.718	3.65516
"FAM3C"	582.657	5212.82	1.98736	356.619	1198.69	419.653	7524.45	2801.45	1870.93	1037.41	799.548	1388.26	169.662	11157.1	945.616	2971.04	1367.75	0
"FAM3D"	68.8119	593.226	153.027	223.943	177.799	0	395.357	395.642	549.535	22.871	111.602	149.461	4.99005	1748.99	21.8775	999.402	649.682	0
"FAM41AY2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM41C"	22.4386	0	17.8863	150.422	7.24724	9.86363	0	78.6239	53.1808	0	0.539142	0	17.4652	7.28744	3.82325	89.8417	36.3309	0
"FAM43A"	21.6907	429.844	5.96209	55.7745	65.2251	0	0	167.339	78.2939	173.585	155.273	0	2.49503	650.404	31.8604	163.665	182.723	0
"FAM43B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05381	0	0
"FAM45A"	35.9018	46.9813	1.98736	46.4788	200.024	20.6239	417.754	252.269	144.77	294.977	160.125	93.4132	351.799	3.64372	60.7471	279.972	123.952	0
"FAM45B"	58.3405	30.8534	0	42.2534	1.44945	28.6942	0	94.6009	48.0104	39.2912	128.855	57.485	0	395.344	36.3208	36.2152	9.617	0
"FAM46A"	1322.38	397.588	0	356.619	795.264	905.66	2851.25	1366.88	1387.13	847.4	175.76	201.198	848.309	3383.19	832.618	422.047	579.157	0
"FAM46B"	0	328.869	0	140.281	151.226	0.896693	237.604	207.702	549.535	0	31.2702	1467.31	74.8508	448.178	25.4883	839.219	66.2504	0
"FAM46C"	263.28	546.946	33.7852	66.7604	119.821	89.6693	0	144.214	237.098	398.19	444.792	379.401	117.266	0	53.7378	970.847	269.276	0
"FAM46D"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM47A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM47B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM47C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM47E"	0	0	395.485	0	0	0	0	0	0	0	0	0	0	0	28.0371	0	0	0
"FAM47E-STBD1"	0.000240722	0.000235886	1.17273e-110	0.000232964	1.78538e-05	0	0.000307599	2.43343e-05	5.04858e-06	0.000257422	0.000395675	0	0.000330434	0	2.63662e-16	0.000160842	3.8063e-05	0.000849203
"FAM49A"	453.261	300.119	520.689	514.647	831.983	972.016	1379.86	893.453	1124.18	615.758	1681.05	1371.02	304.393	0	616.817	812.754	496.878	1268.34
"FAM49B"	3101.77	2496.32	3265.24	3541.68	2339.89	4181.28	227.866	3283.28	2380.58	1425.63	5519.74	1064.91	2662.19	3007.89	3040.75	2020.39	2839.15	4428.23
"FAM50A"	2522.85	307.833	5580.51	1865.07	1134.92	2001.42	817.981	829.966	887.823	1526.49	2151.72	1612.46	1250.01	1524.9	1561.58	1328.82	694.561	2947.89
"FAM50B"	0	0	0	52.3943	112.091	123.744	0	34.8972	0.738622	165.961	37.2008	0	0	0	31.8604	0	0	0
"FAM53A"	0	163.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM53B"	634.266	455.087	4578.88	1033.52	634.858	850.962	1986.52	412.04	1191.4	817.492	789.304	1698.68	89.821	3.64372	710.486	639.338	544.963	43.862
"FAM53B-AS1"	26.9264	30.1522	7.94945	16.9014	41.0677	16.1405	122.697	74.4194	11.0793	4.69149	44.7488	0	57.3856	20.0405	19.1162	28.5543	44.8793	14.6207
"FAM53C"	789.84	1801.42	5703.73	1234.65	1041.67	707.491	827.719	1264.71	1210.6	1138.86	2780.36	3190.42	1933.65	3051.62	1126.58	1555.86	1019.4	4219.89
"FAM57A"	0	7.01213	0	0	22.708	0	559.927	64.7491	0	0	0	0	0	0	71.5797	0	53.4278	0
"FAM57B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM58A"	287.963	288.9	0	60.845	38.1688	520.979	0	7.14763	11.8179	180.622	0	0	2.49503	0	67.9688	0	27.7824	0
"FAM60A"	632.022	1553.89	1.98736	113.239	393.283	125.537	330.114	372.097	290.278	631.005	166.056	270.18	436.63	5.46558	358.535	43.8762	226.534	1.82758
"FAM63A"	0	480.331	0	266.197	124.652	0	0	143.373	0	45.1556	0	922.635	154.692	0	73.0665	153.218	208.368	0
"FAM63B"	139.12	1023.07	0	424.225	101.944	14.3471	235.656	295.155	330.903	123.152	250.701	0	82.3359	196.761	153.567	463.834	292.784	963.136
"FAM64A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3643	0	0	0
"FAM65A"	1000.76	1841.39	4733.9	1164.5	1174.54	999.813	3521.21	1260.93	963.901	995.769	657.753	1971.74	1015.48	2853.03	1293.74	2207.74	871.941	107.827
"FAM65B"	1618.57	2267.02	1554.12	1150.14	750.814	1010.57	63.2961	629.412	1365.71	209.358	1708	1531.98	12.4751	0	452.842	598.248	1273.72	3216.54
"FAM65C"	0	119.907	0	204.507	6.28094	0	0	9.67032	0	1.75931	3.23485	0	466.57	1468.42	10.6201	175.505	41.6737	0
"FAM66A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM66B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.594	0	0
"FAM66C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM66D"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM66E"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM69A"	6.73159	9.81699	0	12.676	0	0	0	106.374	47.2718	282.076	2.15657	0	0	0	132.327	190.826	99.3756	0
"FAM69B"	47.8691	0	0	0	46.8655	19.7273	0	38.2608	0	0	0	0	0	0	7.43409	68.9483	3.20567	0
"FAM69C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM71A"	0	0	0	69.2957	123.686	0	0	161.452	0	0	0	0	0	0	14.8682	197.095	165.626	0
"FAM71B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM71C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM71D"	0	0	0	0	0	0	0	0	0	0	85.7236	0	0	0	0	0	0	0
"FAM71E1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM71E2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM71F1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.696447	2.13711	0
"FAM71F2"	18.6989	13.3231	1.98736	3.38028	46.8655	12.5537	130.487	13.8748	22.8973	11.7287	101.898	4.31138	4.99005	5.46558	32.2852	212.416	49.1535	31.0689
"FAM72A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.67286	0	0	0
"FAM72B"	0	51.8898	0	0	15.9439	0	0	2.52269	0	0.586436	21.0265	0	0	0	67.1192	36.2152	55.5649	0
"FAM72C"	0	48.3837	0	0	20.7754	0	0	8.40897	26.5904	0	1.61743	0	0	0	44.3921	0	30.9881	0
"FAM72D"	0	58.2007	0	0	19.8091	0	0	13.0339	27.329	0.586436	1.61743	0	0	0	42.0557	0	58.7705	0
"FAM73A"	72.5516	401.094	214.635	365.07	308.249	499.458	1195.81	413.721	420.276	462.698	198.404	205.509	733.538	1626.92	503.606	92.6275	312.018	43.862
"FAM73B"	0.747955	23.8413	1.98736	136.056	139.63	204.446	290.188	96.7032	228.234	75.0638	1.07828	1.43713	0	608.501	129.99	545.318	241.493	0
"FAM74A1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM74A3"	5.23568	0	0	0	23.6743	2.69008	0	2.10224	2.95449	6.4508	22.1048	2.87425	4.99005	5.46558	4.03565	2.78579	7.47989	7.31033
"FAM74A4"	5.98364	0.701213	5.96209	0	10.1461	11.657	0	3.36359	2.21587	0.586436	0.539142	0	2.49503	5.46558	3.61084	4.87513	2.13711	3.65516
"FAM74A6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM74A7"	5.98364	3.50607	3.97473	23.6619	3.86519	5.38016	1.94757	5.46583	3.69311	1.17287	13.4786	0	2.49503	9.1093	14.231	0.696447	3.20567	16.4482
"FAM76A"	47.8691	239.815	11.9242	142.817	129.484	425.929	1683.68	229.985	318.346	59.8165	69.5493	20.1198	149.702	1459.31	312.657	133.021	256.453	3.65516
"FAM76B"	261.784	123.414	2015.19	198.591	213.069	86.0826	0	319.541	100.453	282.076	353.677	0	1172.66	466.396	219.412	47.3584	221.191	31.0689
"FAM78A"	0	0	5.96209	491.83	505.374	796.264	0	145.896	259.256	496.125	228.596	0	366.769	0	312.869	10.4467	67.319	0
"FAM78B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92091	0	0	0
"FAM81A"	0	0	0	0	0	0	0	0	0	44.5692	0	0	0	0	46.7286	0	0	0
"FAM81B"	0	0	0	0	0	0	0	10.9317	0	0	0	0	0	0	0	0	0	0
"FAM83A"	212.419	4102.1	3.97473	273.802	171.518	0	498.579	351.916	757.826	190.592	46.9054	1869.7	1666.68	2372.06	34.4092	4680.82	1102.75	0
"FAM83A-AS1"	0	0	0	0	0	0	0	0	138.861	0	1.07828	0	0	0	0	2.08934	1.06856	0
"FAM83B"	257.297	772.036	769.109	2.53521	51.2138	0	41.8728	567.185	247.438	31.0811	24.8005	1248.86	404.194	486.437	3.39844	713.858	322.704	0
"FAM83C"	0	0	0	0.845069	0	0	0	0	0	0	0	0	0	0	0.212403	0	0	0
"FAM83C-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM83D"	0	469.112	0	156.338	65.7083	0	0.973787	342.666	881.914	0	194.091	4633.29	790.924	0	1.48682	547.407	123.952	0
"FAM83E"	1.49591	20.3352	0	10.9859	76.8207	0	0	39.1017	0	0	0	2.87425	446.61	0	9.13331	265.346	6.41133	3.65516
"FAM83F"	0	2.80485	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75026	41.6737	0
"FAM83G"	0	282.589	0	1.69014	0	0	650.49	7.56808	0.738622	235.161	148.264	0	0	0	72.8541	0	53.4278	2205.89
"FAM83H"	177.265	617.769	0	342.253	197.125	1.79339	105.169	232.929	131.475	192.938	31.8094	1044.79	1656.7	1.82186	62.0215	1466.02	364.377	3.65516
"FAM83H-AS1"	7.47955	24.5425	11.9242	7.60562	75.8544	5.38016	10.7117	35.7381	2.95449	31.6676	6.46971	0	0	3.64372	10.6201	9.75026	227.602	3.65516
"FAM84A"	1071.82	2188.47	1.98736	331.267	248.339	0.896693	3458.55	1923.51	2552.83	131.362	886.981	504.431	1192.62	420.85	152.293	3886.69	766.32	1.82758
"FAM84B"	89.7546	1593.16	3.97473	180	74.8881	308.463	1908.62	398.585	1017.82	5.27793	130.472	400.958	1374.76	357.085	159.302	2010.64	427.422	963.136
"FAM86B1"	0	0	0	0	0	0	0	0	0	0	24.2614	0	172.157	0	0.637208	0.696447	63.0448	0
"FAM86B2"	0	0	0	0	0	0	0	0	0	0	24.8005	0	0	0	0	0	0	0
"FAM86B3P"	0	241.919	0	216.338	0.483149	0.896693	0	19.7611	0	0	144.49	97.7246	2.49503	205.87	35.896	22.9828	51.2906	16.4482
"FAM86C1"	0	0	0	16.0563	0	31.3843	0	0	0	90.8976	0	0	17.4652	0	0	0	105.787	0
"FAM86C2P"	0	0	0	0	0	0	0	0	0	0	0	0	7.48508	0	0	0	53.4278	0
"FAM86DP"	3.73977	0	0	0	0	0	0	13.0339	1.47724	63.9216	1.61743	0	0	0	0	0	30.9881	0
"FAM86EP"	0	4.90849	0	1.69014	0	0	0	4.20449	1.47724	0	22.644	0	0	0	0	0	0	0
"FAM86FP"	0	0	0	0	0	0	0	0.840897	16.9883	0	0	0	0	0	0	0	0	0
"FAM86HP"	0	0	0	0	0	0	0	0	0	0	0	0	2.49503	0	0	0	0	0
"FAM86JP"	0	0	0	0	0.483149	0.896693	0	0	2.95449	0	0	0	0	0	0	0	3.20567	0
"FAM87A"	0	0	0	65.9154	0	0	0	0	0	0	0	0	0	0	0.637208	0	0	0
"FAM87B"	0	0	0	0.845069	50.7307	0	0	7.14763	0	0	0	0	0	0	9.13331	0	0	0
"FAM89A"	311.149	0	0	9.29576	175.383	0	0	4.62494	61.3056	92.6569	0	0	0	0	147.832	0	40.6051	0
"FAM89B"	103.966	210.364	15.8989	213.802	94.2141	0.896693	2.92136	206.861	160.281	371.214	308.928	0	646.212	0	130.84	279.275	49.1535	0
"FAM8A1"	1455.52	186.523	0	37.183	426.621	570.297	0.973787	283.803	316.13	402.295	351.521	0	923.16	311.538	320.303	252.114	304.538	2821.79
"FAM90A1"	0	0	822.768	0.845069	0	0	0	0	0	0	0	0	0	0	23.3643	0	0	0
"FAM90A10P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
